TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,StoreName,GroupStore,Type,Latitude,Longitude
TR49831,174,08/11/2022,P10,15000,2,30000,14,45.0,1.0,Married,"17,34",Cheese Stick,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR58197,428,08/11/2022,P3,7500,5,37500,8,60.0,1.0,Married,"4,49",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR7587,205,08/11/2022,P4,12000,2,24000,11,46.0,0.0,Married,"3,83",Potato Chip,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR7622,171,08/11/2022,P4,12000,5,60000,2,40.0,0.0,Married,"10,05",Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR8016,312,08/11/2022,P5,4200,2,8400,3,54.0,0.0,Married,"18,77",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR83203,92,08/11/2022,P5,4200,3,12600,4,60.0,0.0,Married,"10,72",Thai Tea,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR86167,302,08/11/2022,P7,9400,6,56400,11,51.0,0.0,Married,"15,43",Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR10359,121,09/11/2022,P6,18000,1,18000,8,26.0,0.0,Single,"2,93",Cashew,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR10973,258,09/11/2022,P10,15000,5,75000,12,51.0,0.0,Married,"12,57",Cheese Stick,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR20273,309,09/11/2022,P7,9400,6,56400,11,23.0,0.0,Single,"3,03",Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR22601,147,09/11/2022,P4,12000,5,60000,13,59.0,1.0,Married,"8,02",Potato Chip,Buana,Buana,General Trade,"-1,26916","116,825264"
TR24434,281,09/11/2022,P1,8800,3,26400,1,35.0,0.0,Married,"3,03",Choco Bar,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR28710,89,09/11/2022,P4,12000,5,60000,4,32.0,0.0,Married,"9,68",Potato Chip,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR34375,397,09/11/2022,P2,3200,6,19200,2,24.0,0.0,Single,"6,42",Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR39134,144,09/11/2022,P6,18000,3,54000,5,34.0,0.0,Married,"10,01",Cashew,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR39243,403,09/11/2022,P6,18000,3,54000,5,30.0,0.0,Married,"4,06",Cashew,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR4085,159,09/11/2022,P3,7500,4,30000,14,53.0,1.0,Married,"13,65",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR42126,108,09/11/2022,P4,12000,3,36000,8,25.0,0.0,Single,"6,87",Potato Chip,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR53280,167,09/11/2022,P1,8800,8,70400,13,28.0,1.0,Married,"2,91",Choco Bar,Buana,Buana,General Trade,"-1,26916","116,825264"
TR69375,315,09/11/2022,P8,16000,3,48000,2,29.0,1.0,Married,"4,18",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR72979,265,09/11/2022,P10,15000,5,75000,5,62.0,1.0,Married,"9,07",Cheese Stick,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR76044,156,09/11/2022,P5,4200,5,21000,8,44.0,0.0,Married,"3,87",Thai Tea,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR77209,99,09/11/2022,P10,15000,3,45000,7,40.0,0.0,Married,"8,47",Cheese Stick,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR87409,246,09/11/2022,P2,3200,3,9600,1,40.0,1.0,Single,"21,81",Ginger Candy ,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR99810,188,09/11/2022,P8,16000,2,32000,2,46.0,1.0,Married,"25,22",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR30673,20,10/11/2022,P3,7500,4,30000,3,43.0,0.0,Married,"18,91",Crackers,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR43071,164,10/11/2022,P4,12000,2,24000,12,18.0,1.0,Single,0,Potato Chip,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR43692,333,10/11/2022,P10,15000,1,15000,11,47.0,0.0,Married,"17,99",Cheese Stick,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR49280,69,10/11/2022,P3,7500,2,15000,11,26.0,0.0,Single,"2,84",Crackers,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR58767,289,10/11/2022,P9,10000,6,60000,9,29.0,0.0,Married,"2,37",Yoghurt,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR68650,350,10/11/2022,P5,4200,2,8400,6,38.0,0.0,Single,"7,95",Thai Tea,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR7088,182,10/11/2022,P10,15000,2,30000,7,44.0,1.0,Married,"14,57",Cheese Stick,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR71695,329,10/11/2022,P8,16000,1,16000,14,19.0,1.0,Single,0,Oat,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR97856,335,10/11/2022,P3,7500,4,30000,8,29.0,1.0,Single,"4,74",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR15000,199,11/11/2022,P8,16000,1,16000,6,41.0,0.0,Married,"7,9",Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR22770,93,11/11/2022,P8,16000,1,16000,3,32.0,0.0,Married,"4,85",Oat,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR23475,128,11/11/2022,P8,16000,3,48000,6,0.0,1.0,Married,"6,77",Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR25222,395,11/11/2022,P5,4200,3,12600,13,28.0,0.0,Married,"3,39",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR25694,306,11/11/2022,P5,4200,3,12600,14,49.0,0.0,Married,"16,52",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR26238,422,11/11/2022,P5,4200,3,12600,12,21.0,1.0,Single,"3,88",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR3310,60,11/11/2022,P3,7500,4,30000,7,56.0,0.0,Married,"10,61",Crackers,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR33517,399,11/11/2022,P5,4200,2,8400,10,52.0,1.0,Single,"33,77",Thai Tea,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR3902,408,11/11/2022,P10,15000,1,15000,2,34.0,1.0,Married,"9,45",Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR51576,346,11/11/2022,P8,16000,2,32000,10,62.0,0.0,Married,"5,08",Oat,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR55454,252,11/11/2022,P10,15000,3,45000,5,18.0,1.0,Single,0,Cheese Stick,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR57386,258,11/11/2022,P2,3200,4,12800,14,51.0,0.0,Married,"12,57",Ginger Candy ,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR63925,375,11/11/2022,P7,9400,4,37600,11,58.0,0.0,Married,"8,39",Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR68087,370,11/11/2022,P2,3200,4,12800,9,26.0,1.0,Single,"1,28",Ginger Candy ,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR68932,423,11/11/2022,P4,12000,5,60000,5,22.0,0.0,Married,"3,55",Potato Chip,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR69908,321,11/11/2022,P9,10000,5,50000,12,45.0,0.0,Married,"8,03",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR71919,140,11/11/2022,P5,4200,3,12600,10,54.0,0.0,Married,"9,57",Thai Tea,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR8685,392,11/11/2022,P5,4200,5,21000,9,45.0,0.0,Married,"19,68",Thai Tea,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR95910,294,11/11/2022,P10,15000,5,75000,14,54.0,1.0,Married,"19,07",Cheese Stick,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR969,371,11/11/2022,P10,15000,1,15000,14,25.0,0.0,Married,"3,06",Cheese Stick,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR99883,172,11/11/2022,P10,15000,2,30000,11,57.0,1.0,Married,"8,96",Cheese Stick,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR20262,32,12/11/2022,P10,15000,4,60000,9,34.0,0.0,Married,"10,96",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR32937,87,12/11/2022,P10,15000,4,60000,1,44.0,1.0,Married,"9,57",Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR45837,283,12/11/2022,P10,15000,2,30000,10,19.0,1.0,Single,0,Cheese Stick,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR53809,415,12/11/2022,P10,15000,1,15000,11,44.0,0.0,Married,"18,57",Cheese Stick,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR66818,304,12/11/2022,P1,8800,4,35200,4,34.0,0.0,Single,"8,55",Choco Bar,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR7107,323,12/11/2022,P7,9400,3,28200,4,58.0,0.0,Married,"10,55",Coffee Candy,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR77046,87,12/11/2022,P9,10000,1,10000,8,44.0,1.0,Married,"9,57",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR79945,145,12/11/2022,P8,16000,1,16000,3,37.0,0.0,Single,"14,59",Oat,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR84583,145,12/11/2022,P5,4200,5,21000,11,37.0,0.0,Single,"14,59",Thai Tea,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR85415,61,12/11/2022,P9,10000,3,30000,2,40.0,0.0,Married,7,Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR99527,88,12/11/2022,P5,4200,2,8400,11,21.0,0.0,Single,"2,97",Thai Tea,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR11019,64,13/11/2022,P2,3200,7,22400,3,48.0,1.0,Married,"7,92",Ginger Candy ,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR14030,113,13/11/2022,P8,16000,1,16000,13,57.0,0.0,Married,"71,3",Oat,Buana,Buana,General Trade,"-1,26916","116,825264"
TR17949,124,13/11/2022,P1,8800,9,79200,6,28.0,0.0,Single,"5,12",Choco Bar,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR23490,279,13/11/2022,P7,9400,4,37600,13,62.0,0.0,Married,"5,35",Coffee Candy,Buana,Buana,General Trade,"-1,26916","116,825264"
TR33145,260,13/11/2022,P9,10000,6,60000,10,33.0,0.0,Single,"6,65",Yoghurt,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR3445,222,13/11/2022,P6,18000,4,72000,5,45.0,0.0,Married,"15,03",Cashew,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR42086,244,13/11/2022,P8,16000,3,48000,1,21.0,1.0,Single,"3,64",Oat,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR49206,369,13/11/2022,P10,15000,4,60000,1,32.0,0.0,Married,"10,62",Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR51021,171,13/11/2022,P3,7500,3,22500,8,40.0,0.0,Married,"10,05",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR51404,216,13/11/2022,P4,12000,4,48000,12,30.0,0.0,Married,"4,82",Potato Chip,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR54450,19,13/11/2022,P5,4200,5,21000,1,24.0,1.0,Single,"4,14",Thai Tea,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR78672,20,13/11/2022,P10,15000,4,60000,10,43.0,0.0,Married,"18,91",Cheese Stick,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR83301,274,13/11/2022,P3,7500,3,22500,8,48.0,0.0,Married,"11,99",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR84950,224,13/11/2022,P2,3200,7,22400,9,29.0,0.0,Married,"3,31",Ginger Candy ,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR85613,231,13/11/2022,P9,10000,7,70000,11,51.0,1.0,Married,"16,59",Yoghurt,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR91076,350,13/11/2022,P7,9400,3,28200,13,38.0,0.0,Single,"7,95",Coffee Candy,Buana,Buana,General Trade,"-1,26916","116,825264"
TR98229,196,13/11/2022,P5,4200,4,16800,5,34.0,0.0,Married,"3,17",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR20638,45,14/11/2022,P6,18000,3,54000,7,53.0,0.0,Married,"9,25",Cashew,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR21109,214,14/11/2022,P10,15000,4,60000,12,52.0,0.0,Married,"13,14",Cheese Stick,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR38834,247,14/11/2022,P5,4200,2,8400,4,33.0,1.0,Married,"8,11",Thai Tea,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR44820,420,14/11/2022,P7,9400,6,56400,2,48.0,1.0,Single,"6,01",Coffee Candy,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR51840,330,14/11/2022,P9,10000,7,70000,14,61.0,1.0,Married,7,Yoghurt,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR54984,35,14/11/2022,P3,7500,2,15000,7,48.0,1.0,Married,"10,58",Crackers,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR6278,35,14/11/2022,P5,4200,2,8400,3,48.0,1.0,Married,"10,58",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR64717,129,14/11/2022,P3,7500,4,30000,12,35.0,1.0,Single,"10,46",Crackers,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR67721,207,14/11/2022,P5,4200,2,8400,3,35.0,1.0,Married,"10,54",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR70266,258,14/11/2022,P2,3200,3,9600,5,51.0,0.0,Married,"12,57",Ginger Candy ,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR73970,401,14/11/2022,P7,9400,2,18800,9,45.0,0.0,Married,"4,08",Coffee Candy,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR77201,278,14/11/2022,P2,3200,5,16000,8,31.0,1.0,Married,"9,76",Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR1184,15,15/05/2022,P10,15000,1,15000,13,30.0,0.0,Married,"4,52",Cheese Stick,Buana,Buana,General Trade,"-1,26916","116,825264"
TR19818,327,15/05/2022,P8,16000,2,32000,3,50.0,0.0,Married,"12,41",Oat,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR20445,217,15/05/2022,P9,10000,3,30000,12,39.0,1.0,Single,"6,96",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR23125,231,15/05/2022,P5,4200,2,8400,14,51.0,1.0,Married,"16,59",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR23177,103,15/05/2022,P6,18000,2,36000,13,31.0,1.0,Single,"4,01",Cashew,Buana,Buana,General Trade,"-1,26916","116,825264"
TR26836,63,15/11/2022,P6,18000,1,18000,11,58.0,0.0,Married,"10,78",Cashew,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR2704,370,15/11/2022,P4,12000,5,60000,14,26.0,1.0,Single,"1,28",Potato Chip,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR30241,381,15/11/2022,P8,16000,2,32000,12,39.0,0.0,Married,"6,92",Oat,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR40755,423,15/11/2022,P3,7500,4,30000,12,22.0,0.0,Married,"3,55",Crackers,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR45559,356,15/11/2022,P2,3200,3,9600,10,56.0,0.0,Married,"13,25",Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR48168,38,15/11/2022,P10,15000,2,30000,6,56.0,0.0,Married,"14,32",Cheese Stick,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR55433,365,15/11/2022,P10,15000,1,15000,7,28.0,0.0,Single,"6,05",Cheese Stick,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR62122,99,15/11/2022,P9,10000,4,40000,6,40.0,0.0,Married,"8,47",Yoghurt,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR84731,54,15/11/2022,P9,10000,2,20000,13,42.0,0.0,Single,"9,68",Yoghurt,Buana,Buana,General Trade,"-1,26916","116,825264"
TR88263,77,15/11/2022,P5,4200,5,21000,14,26.0,0.0,Married,"4,67",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR94383,363,15/11/2022,P5,4200,5,21000,14,35.0,0.0,Married,"6,05",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR13607,54,16/11/2022,P8,16000,2,32000,2,42.0,0.0,Single,"9,68",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR35471,280,16/11/2022,P4,12000,3,36000,7,60.0,1.0,Married,"9,57",Potato Chip,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR36786,405,16/11/2022,P1,8800,6,52800,8,18.0,0.0,Single,0,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR3945,38,16/11/2022,P5,4200,3,12600,14,56.0,0.0,Married,"14,32",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR41738,15,16/11/2022,P10,15000,2,30000,8,30.0,0.0,Married,"4,52",Cheese Stick,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR55015,407,16/11/2022,P2,3200,3,9600,9,53.0,1.0,Married,"9,27",Ginger Candy ,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR56831,173,16/11/2022,P10,15000,4,60000,5,59.0,0.0,Married,"4,59",Cheese Stick,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR60769,445,16/11/2022,P5,4200,5,21000,13,51.0,0.0,Married,"14,48",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR92445,53,16/11/2022,P8,16000,1,16000,1,32.0,0.0,Married,"7,36",Oat,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR95658,217,16/11/2022,P6,18000,2,36000,14,39.0,1.0,Single,"6,96",Cashew,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR95680,156,16/11/2022,P5,4200,2,8400,14,44.0,0.0,Married,"3,87",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR14474,391,17/11/2022,P6,18000,2,36000,3,26.0,0.0,Married,"4,98",Cashew,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR16814,264,17/11/2022,P4,12000,3,36000,11,21.0,1.0,Single,"1,12",Potato Chip,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR1703,416,17/11/2022,P4,12000,3,36000,3,,,,,Potato Chip,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR24833,178,17/11/2022,P3,7500,6,45000,6,43.0,0.0,Married,"9,58",Crackers,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR29761,391,17/11/2022,P6,18000,1,18000,4,26.0,0.0,Married,"4,98",Cashew,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR40653,375,17/11/2022,P9,10000,4,40000,1,58.0,0.0,Married,"8,39",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR49018,76,17/11/2022,P5,4200,3,12600,14,38.0,1.0,Married,"7,88",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR54637,188,17/05/2022,P9,10000,3,30000,8,46.0,1.0,Married,"25,22",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR64172,42,17/05/2022,P3,7500,6,45000,9,60.0,0.0,Married,"10,28",Crackers,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR64822,169,17/05/2022,P5,4200,2,8400,3,34.0,0.0,Married,"3,97",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR65736,47,17/05/2022,P2,3200,4,12800,13,35.0,1.0,Married,"9,56",Ginger Candy ,Buana,Buana,General Trade,"-1,26916","116,825264"
TR66244,278,17/05/2022,P3,7500,1,7500,5,31.0,1.0,Married,"9,76",Crackers,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR67715,287,17/11/2022,P7,9400,6,56400,7,36.0,0.0,Single,"3,7",Coffee Candy,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR77689,345,17/11/2022,P2,3200,6,19200,12,31.0,0.0,Married,"5,06",Ginger Candy ,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR97888,219,17/11/2022,P2,3200,4,12800,11,39.0,0.0,Single,"9,73",Ginger Candy ,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR16609,257,18/11/2022,P10,15000,4,60000,1,60.0,0.0,Married,"4,25",Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR18570,331,18/11/2022,P8,16000,1,16000,11,54.0,0.0,Married,"16,19",Oat,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR23827,440,18/11/2022,P3,7500,2,15000,5,40.0,0.0,Married,"3,47",Crackers,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR27221,111,18/11/2022,P7,9400,3,28200,8,59.0,1.0,Married,"4,59",Coffee Candy,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR29483,138,18/11/2022,P8,16000,1,16000,2,37.0,1.0,Married,"8,96",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR32500,188,18/11/2022,P1,8800,3,26400,12,46.0,1.0,Married,"25,22",Choco Bar,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR34269,332,18/11/2022,P10,15000,2,30000,9,28.0,1.0,Single,"6,91",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR41780,200,18/11/2022,P3,7500,2,15000,13,25.0,0.0,Married,"2,39",Crackers,Buana,Buana,General Trade,"-1,26916","116,825264"
TR43199,316,18/11/2022,P7,9400,3,28200,1,45.0,0.0,Married,"9,49",Coffee Candy,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR45233,95,18/11/2022,P9,10000,7,70000,4,52.0,0.0,Married,"17,42",Yoghurt,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR53237,105,18/11/2022,P1,8800,10,88000,9,61.0,0.0,Married,"7,54",Choco Bar,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR64001,378,18/11/2022,P5,4200,4,16800,5,54.0,0.0,Married,"14,66",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR6622,34,18/11/2022,P9,10000,6,60000,13,45.0,0.0,Married,"6,36",Yoghurt,Buana,Buana,General Trade,"-1,26916","116,825264"
TR72286,358,18/11/2022,P4,12000,1,12000,2,32.0,1.0,Married,"3,2",Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR75771,313,18/11/2022,P3,7500,5,37500,10,46.0,0.0,Married,"15,39",Crackers,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR84081,85,18/11/2022,P5,4200,3,12600,5,59.0,1.0,Married,"7,89",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR85437,172,18/11/2022,P9,10000,2,20000,1,57.0,1.0,Married,"8,96",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR89788,312,18/11/2022,P3,7500,4,30000,14,54.0,0.0,Married,"18,77",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR90279,388,18/11/2022,P3,7500,5,37500,7,44.0,1.0,Married,"16,12",Crackers,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR98585,185,18/11/2022,P9,10000,7,70000,14,30.0,1.0,Married,"3,28",Yoghurt,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR33855,443,19/05/2022,P10,15000,5,75000,1,,,,,Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR37878,217,19/05/2022,P4,12000,3,36000,10,39.0,1.0,Single,"6,96",Potato Chip,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR39716,76,19/05/2022,P3,7500,1,7500,3,38.0,1.0,Married,"7,88",Crackers,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR39949,157,19/05/2022,P8,16000,2,32000,9,44.0,0.0,Single,"2,52",Oat,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR41428,209,19/05/2022,P2,3200,6,19200,10,47.0,0.0,Single,"2,55",Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR48182,199,19/11/2022,P3,7500,6,45000,6,41.0,0.0,Married,"7,9",Crackers,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR51183,328,19/11/2022,P5,4200,4,16800,1,36.0,0.0,Married,"10,53",Thai Tea,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR52284,270,19/11/2022,P9,10000,3,30000,3,49.0,1.0,Married,"8,81",Yoghurt,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR55066,74,19/11/2022,P8,16000,1,16000,14,3.0,1.0,Married,"5,09",Oat,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR60249,78,19/11/2022,P9,10000,5,50000,11,41.0,1.0,Married,"10,34",Yoghurt,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR67587,375,19/11/2022,P5,4200,2,8400,4,58.0,0.0,Married,"8,39",Thai Tea,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR67617,173,19/11/2022,P4,12000,3,36000,12,59.0,0.0,Married,"4,59",Potato Chip,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR69937,366,19/11/2022,P10,15000,5,75000,4,18.0,0.0,Single,0,Cheese Stick,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR74737,186,19/11/2022,P10,15000,2,30000,6,34.0,1.0,Married,"4,02",Cheese Stick,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR88367,261,19/11/2022,P8,16000,1,16000,4,46.0,0.0,Single,"5,89",Oat,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR98688,153,19/11/2022,P8,16000,1,16000,8,36.0,1.0,Married,"9,54",Oat,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
